city,state_id,state_name,county_name,population,military,incorporated,timezone,zips,id
Ione,WA,Washington,Pend Oreille,459,FALSE,TRUE,America/Los_Angeles,99139,1840021061
Bothell West,WA,Washington,Snohomish,20472,FALSE,TRUE,America/Los_Angeles,98021 98036 98012,1840041906
Vaughn,WA,Washington,Pierce,342,FALSE,FALSE,America/Los_Angeles,98329 98394,1840023841
Black Diamond,WA,Washington,King,4436,FALSE,TRUE,America/Los_Angeles,98010,1840018418
Ferndale,WA,Washington,Whatcom,14026,FALSE,TRUE,America/Los_Angeles,98248,1840019751
Acme,WA,Washington,Whatcom,183,FALSE,FALSE,America/Los_Angeles,98220,1840017288
White Center,WA,Washington,King,15300,FALSE,FALSE,America/Los_Angeles,98106 98146 98168,1840037727
Fairchild AFB,WA,Washington,Spokane,2960,TRUE,TRUE,America/Los_Angeles,99011,1840073916
Pacific,WA,Washington,King,7184,FALSE,TRUE,America/Los_Angeles,98001 98047,1840019834
Glenwood,WA,Washington,Klickitat,157,FALSE,FALSE,America/Los_Angeles,98619,1840037769
Colfax,WA,Washington,Whitman,2811,FALSE,TRUE,America/Los_Angeles,99111,1840018458
Silvana,WA,Washington,Snohomish,0,FALSE,FALSE,America/Los_Angeles,98292,1840018373
Forks,WA,Washington,Clallam,4274,FALSE,TRUE,America/Los_Angeles,98331,1840019781
Kirkland,WA,Washington,King,88630,FALSE,TRUE,America/Los_Angeles,98034 98033 98011 98083,1840019836
Okanogan,WA,Washington,Okanogan,2571,FALSE,TRUE,America/Los_Angeles,98840,1840019760
Kayak Point,WA,Washington,Snohomish,1693,FALSE,TRUE,America/Los_Angeles,98292,1840041938
Union Hill-Novelty Hill,WA,Washington,King,22109,FALSE,TRUE,America/Los_Angeles,98053 98077,1840074663
Outlook,WA,Washington,Yakima,300,FALSE,FALSE,America/Los_Angeles,98938,1840023855
Lake Tapps,WA,Washington,Pierce,13091,FALSE,TRUE,America/Los_Angeles,98391,1840041971
Cohassett Beach,WA,Washington,Grays Harbor,712,FALSE,FALSE,America/Los_Angeles,98595,1840017355
Tonasket,WA,Washington,Okanogan,1126,FALSE,TRUE,America/Los_Angeles,98855,1840021057
Sunnyside,WA,Washington,Yakima,17927,FALSE,TRUE,America/Los_Angeles,98944,1840021150
Lakeview,WA,Washington,Grant,881,FALSE,FALSE,America/Los_Angeles,98851,1840136062
Carbonado,WA,Washington,Pierce,701,FALSE,TRUE,America/Los_Angeles,98323 98396,1840022307
Pullman,WA,Washington,Whitman,33276,FALSE,TRUE,America/Los_Angeles,99164 99163,1840019864
Blyn,WA,Washington,Clallam,22,FALSE,FALSE,America/Los_Angeles,98382,1840017318
Brinnon,WA,Washington,Jefferson,703,FALSE,FALSE,America/Los_Angeles,98320,1840017329
Friday Harbor,WA,Washington,San Juan,2407,FALSE,TRUE,America/Los_Angeles,98250,1840021065
Orchards,WA,Washington,Clark,21299,FALSE,FALSE,America/Los_Angeles,98682,1840018519
Purdy,WA,Washington,Pierce,1087,FALSE,FALSE,America/Los_Angeles,98332,1840023838
Tekoa,WA,Washington,Whitman,809,FALSE,TRUE,America/Los_Angeles,99033,1840021135
Tanner,WA,Washington,King,905,FALSE,FALSE,America/Los_Angeles,98045,1840037824
Thorp,WA,Washington,Kittitas,297,FALSE,FALSE,America/Los_Angeles,98946,1840018439
Artondale,WA,Washington,Pierce,12937,FALSE,FALSE,America/Los_Angeles,98335,1840037617
Liberty Lake,WA,Washington,Spokane,9893,FALSE,TRUE,America/Los_Angeles,99019 99016,1840037678
Cheney,WA,Washington,Spokane,12421,FALSE,TRUE,America/Los_Angeles,99004,1840018398
Sammamish,WA,Washington,King,64548,FALSE,TRUE,America/Los_Angeles,98029 98075 98074,1840021115
Cle Elum,WA,Washington,Kittitas,3768,FALSE,TRUE,America/Los_Angeles,98943 98922,1840018440
Fern Prairie,WA,Washington,Clark,2611,FALSE,FALSE,America/Los_Angeles,98607,1840023890
Waverly,WA,Washington,Spokane,108,FALSE,TRUE,America/Los_Angeles,99012 99039,1840022291
Lakewood,WA,Washington,Pierce,60296,FALSE,TRUE,America/Los_Angeles,98499 98498 98496 98497,1840019860
Lake Marcel-Stillwater,WA,Washington,King,1220,FALSE,TRUE,America/Los_Angeles,98014,1840074241
Central Park,WA,Washington,Grays Harbor,2741,FALSE,FALSE,America/Los_Angeles,98520,1840017358
Bridgeport,WA,Washington,Douglas,2555,FALSE,TRUE,America/Los_Angeles,98813,1840018387
Raft Island,WA,Washington,Pierce,341,FALSE,TRUE,America/Los_Angeles,98335,1840042039
Larch Way,WA,Washington,Snohomish,4117,FALSE,TRUE,America/Los_Angeles,98087 98037,1840041976
Lake Bosworth,WA,Washington,Snohomish,654,FALSE,FALSE,America/Los_Angeles,98290 98252,1840037850
Barberton,WA,Washington,Clark,6719,FALSE,FALSE,America/Los_Angeles,98662 98686 98666 98668,1840017397
Sekiu,WA,Washington,Clallam,50,FALSE,FALSE,America/Los_Angeles,98381,1840025248
Brier,WA,Washington,Snohomish,6884,FALSE,TRUE,America/Los_Angeles,98036,1840018379
Spokane,WA,Washington,Spokane,403043,FALSE,TRUE,America/Los_Angeles,99201 99203 99202 99205 99204 99207 99208 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99258 99260,1840021093
Fall City,WA,Washington,King,1903,FALSE,FALSE,America/Los_Angeles,98024,1840017342
Pasco,WA,Washington,Franklin,73013,FALSE,TRUE,America/Los_Angeles,99301 99302,1840019888
Lyman,WA,Washington,Skagit,468,FALSE,TRUE,America/Los_Angeles,98263 98284,1840021069
Oakville,WA,Washington,Grays Harbor,684,FALSE,TRUE,America/Los_Angeles,98568,1840019848
Dash Point,WA,Washington,Pierce,1007,FALSE,FALSE,America/Los_Angeles,98422,1840037637
Herron Island,WA,Washington,Pierce,69,FALSE,TRUE,America/Los_Angeles,98349,1840041931
West Clarkston-Highland,WA,Washington,Asotin,5895,FALSE,TRUE,America/Los_Angeles,99403,1840074702
Royal City,WA,Washington,Grant,2205,FALSE,TRUE,America/Los_Angeles,99357,1840019816
Venersborg,WA,Washington,Clark,4196,FALSE,FALSE,America/Los_Angeles,98604,1840018521
Hoquiam,WA,Washington,Grays Harbor,8500,FALSE,TRUE,America/Los_Angeles,98550,1840019845
Willapa,WA,Washington,Pacific,204,FALSE,FALSE,America/Los_Angeles,98577,1840025262
Quilcene,WA,Washington,Jefferson,432,FALSE,FALSE,America/Los_Angeles,98376,1840018389
Freeland,WA,Washington,Island,1698,FALSE,FALSE,America/Los_Angeles,98249,1840017317
McCleary,WA,Washington,Grays Harbor,1691,FALSE,TRUE,America/Los_Angeles,98557,1840019846
Roosevelt,WA,Washington,Klickitat,107,FALSE,FALSE,America/Los_Angeles,99356,1840136623
Long Beach,WA,Washington,Pacific,1413,FALSE,TRUE,America/Los_Angeles,98631,1840019880
Trout Lake,WA,Washington,Klickitat,654,FALSE,FALSE,America/Los_Angeles,98650,1840024000
Coulee Dam,WA,Washington,Okanogan,1079,FALSE,TRUE,America/Los_Angeles,99116,1840022270
Swede Heaven,WA,Washington,Snohomish,1030,FALSE,FALSE,America/Los_Angeles,98223,1840037821
Pine Grove,WA,Washington,Ferry,111,FALSE,TRUE,America/Los_Angeles,99166,1840043279
Langley,WA,Washington,Island,1124,FALSE,TRUE,America/Los_Angeles,98260,1840019780
Sedro-Woolley,WA,Washington,Skagit,11838,FALSE,TRUE,America/Los_Angeles,98284,1840021066
Hatton,WA,Washington,Adams,101,FALSE,TRUE,America/Los_Angeles,99344,1840021133
Entiat,WA,Washington,Chelan,1223,FALSE,TRUE,America/Los_Angeles,98822,1840019777
Bainbridge Island,WA,Washington,Kitsap,24522,FALSE,TRUE,America/Los_Angeles,98110 98061,1840018409
Auburn,WA,Washington,King,80776,FALSE,TRUE,America/Los_Angeles,98001 98002 98092,1840018416
Ocean City,WA,Washington,Grays Harbor,168,FALSE,FALSE,America/Los_Angeles,98569,1840018444
White Swan,WA,Washington,Yakima,973,FALSE,FALSE,America/Los_Angeles,98952,1840018464
Felida,WA,Washington,Clark,8065,FALSE,FALSE,America/Los_Angeles,98685,1840037495
Lacey,WA,Washington,Thurston,49748,FALSE,TRUE,America/Los_Angeles,98503 98516 98509,1840019866
Gold Bar,WA,Washington,Snohomish,2301,FALSE,TRUE,America/Los_Angeles,98251,1840019786
Clyde Hill,WA,Washington,King,3318,FALSE,TRUE,America/Los_Angeles,98004,1840018413
Upper Elochoman,WA,Washington,Wahkiakum,70,FALSE,TRUE,America/Los_Angeles,98612,1840042136
Marcus,WA,Washington,Stevens,183,FALSE,TRUE,America/Los_Angeles,99126 99151,1840022273
Canyon Creek,WA,Washington,Snohomish,3319,FALSE,TRUE,America/Los_Angeles,98223 98252,1840074181
Malone,WA,Washington,Grays Harbor,543,FALSE,FALSE,America/Los_Angeles,98559 98541,1840026097
Bothell East,WA,Washington,Snohomish,10424,FALSE,TRUE,America/Los_Angeles,98021 98012,1840041892
Yarrow Point,WA,Washington,King,1126,FALSE,TRUE,America/Los_Angeles,98004,1840022300
Steptoe,WA,Washington,Whitman,183,FALSE,FALSE,America/Los_Angeles,99111 99174,1840025258
West Richland,WA,Washington,Benton,14596,FALSE,TRUE,America/Los_Angeles,99320 99353,1840021168
Orient,WA,Washington,Ferry,132,FALSE,FALSE,America/Los_Angeles,99160,1840025243
Federal Way,WA,Washington,King,96690,FALSE,TRUE,America/Los_Angeles,98023 98003 98063 98093,1840019826
Pe Ell,WA,Washington,Lewis,653,FALSE,TRUE,America/Los_Angeles,98572 98522,1840022321
Deep River,WA,Washington,Wahkiakum,151,FALSE,FALSE,America/Los_Angeles,98638,1840023929
Bothell,WA,Washington,King,45533,FALSE,TRUE,America/Los_Angeles,98021 98011 98041,1840018419
South Wenatchee,WA,Washington,Chelan,2057,FALSE,TRUE,America/Los_Angeles,98801,1840037106
Snoqualmie Pass,WA,Washington,Kittitas,235,FALSE,FALSE,America/Los_Angeles,98068,1840037862
Hartline,WA,Washington,Grant,154,FALSE,TRUE,America/Los_Angeles,99135,1840021105
Lake Forest Park,WA,Washington,King,13392,FALSE,TRUE,America/Los_Angeles,98155,1840019837
Crocker,WA,Washington,Pierce,1332,FALSE,TRUE,America/Los_Angeles,98360,1840041924
Elbe,WA,Washington,Pierce,53,FALSE,FALSE,America/Los_Angeles,98330,1840017364
Ravensdale,WA,Washington,King,1579,FALSE,FALSE,America/Los_Angeles,98051 98038,1840018412
Arlington,WA,Washington,Snohomish,19212,FALSE,TRUE,America/Los_Angeles,98223,1840018378
McChord AFB,WA,Washington,Pierce,3337,TRUE,TRUE,America/Los_Angeles,98439 98438,1840073929
Lebam,WA,Washington,Pacific,101,FALSE,FALSE,America/Los_Angeles,98577 98554,1840017376
Lynden,WA,Washington,Whatcom,17340,FALSE,TRUE,America/Los_Angeles,98264,1840019752
Coupeville,WA,Washington,Island,1928,FALSE,TRUE,America/Los_Angeles,98239,1840021075
Prescott,WA,Washington,Walla Walla,304,FALSE,TRUE,America/Los_Angeles,99348,1840021175
South Bend,WA,Washington,Pacific,1651,FALSE,TRUE,America/Los_Angeles,98586 98577,1840021161
Mabton,WA,Washington,Yakima,2532,FALSE,TRUE,America/Los_Angeles,98935,1840019873
North Bend,WA,Washington,King,6821,FALSE,TRUE,America/Los_Angeles,98045,1840019833
Grapeview,WA,Washington,Mason,982,FALSE,FALSE,America/Los_Angeles,98524 98546,1840037554
Garfield,WA,Washington,Whitman,614,FALSE,TRUE,America/Los_Angeles,99130,1840021141
Rochester,WA,Washington,Thurston,2923,FALSE,FALSE,America/Los_Angeles,98579,1840018459
Dayton,WA,Washington,Columbia,2637,FALSE,TRUE,America/Los_Angeles,99328,1840018486
Algona,WA,Washington,King,3185,FALSE,TRUE,America/Los_Angeles,98001 98047,1840018415
Mineral,WA,Washington,Lewis,193,FALSE,FALSE,America/Los_Angeles,98355,1840025263
Barstow,WA,Washington,Ferry,119,FALSE,FALSE,America/Los_Angeles,99141,1840026089
Moclips,WA,Washington,Grays Harbor,0,FALSE,FALSE,America/Los_Angeles,98571 98562,1840018442
Bellingham,WA,Washington,Whatcom,126015,FALSE,TRUE,America/Los_Angeles,98229 98225 98226 98228,1840018346
Vader,WA,Washington,Lewis,643,FALSE,TRUE,America/Los_Angeles,98593,1840021163
North Lynnwood,WA,Washington,Snohomish,20626,FALSE,FALSE,America/Los_Angeles,98087 98037,1840037895
Tracyton,WA,Washington,Kitsap,5937,FALSE,FALSE,America/Los_Angeles,98311 98310 98393,1840018408
White Salmon,WA,Washington,Klickitat,2552,FALSE,TRUE,America/Los_Angeles,98672,1840021191
Peaceful Valley,WA,Washington,Whatcom,4196,FALSE,FALSE,America/Los_Angeles,98295 98244 98266,1840037896
East Renton Highlands,WA,Washington,King,11401,FALSE,FALSE,America/Los_Angeles,98027 98059 98038,1840037866
Metaline,WA,Washington,Pend Oreille,178,FALSE,TRUE,America/Los_Angeles,99152,1840022276
Deming,WA,Washington,Whatcom,240,FALSE,FALSE,America/Los_Angeles,98247 98244,1840018345
Medical Lake,WA,Washington,Spokane,4818,FALSE,TRUE,America/Los_Angeles,99022,1840019804
Aberdeen,WA,Washington,Grays Harbor,29089,FALSE,TRUE,America/Los_Angeles,98520,1840018446
Chehalis,WA,Washington,Lewis,7533,FALSE,TRUE,America/Los_Angeles,98532,1840018472
Onalaska,WA,Washington,Lewis,709,FALSE,FALSE,America/Los_Angeles,98570,1840025264
Toledo,WA,Washington,Lewis,751,FALSE,TRUE,America/Los_Angeles,98591,1840021162
Everson,WA,Washington,Whatcom,4709,FALSE,TRUE,America/Los_Angeles,98247,1840019750
Belfair,WA,Washington,Mason,4063,FALSE,FALSE,America/Los_Angeles,98528,1840025252
Lynnwood,WA,Washington,Snohomish,38273,FALSE,TRUE,America/Los_Angeles,98037 98036 98046,1840019788
Colton,WA,Washington,Whitman,467,FALSE,TRUE,America/Los_Angeles,99113,1840022315
Malden,WA,Washington,Whitman,209,FALSE,TRUE,America/Los_Angeles,99149,1840022313
Ames Lake,WA,Washington,King,1526,FALSE,FALSE,America/Los_Angeles,98053 98014,1840037846
Wilson Creek,WA,Washington,Grant,212,FALSE,TRUE,America/Los_Angeles,98860,1840022294
North Yelm,WA,Washington,Thurston,2887,FALSE,FALSE,America/Los_Angeles,98597,1840037880
Mirrormont,WA,Washington,King,3682,FALSE,FALSE,America/Los_Angeles,98027,1840037876
Whidbey Island Station,WA,Washington,Island,1938,TRUE,TRUE,America/Los_Angeles,98277 98278,1840073897
Town and Country,WA,Washington,Spokane,5001,FALSE,FALSE,America/Los_Angeles,99208,1840037888
Tokeland,WA,Washington,Pacific,330,FALSE,FALSE,America/Los_Angeles,98590,1840018469
Snoqualmie,WA,Washington,King,26054,FALSE,TRUE,America/Los_Angeles,98065,1840021119
Bremerton,WA,Washington,Kitsap,216480,FALSE,TRUE,America/Los_Angeles,98312 98314 98310 98367 98337,1840018410
East Cathlamet,WA,Washington,Wahkiakum,503,FALSE,FALSE,America/Los_Angeles,98612,1840037849
Fort Lewis,WA,Washington,Pierce,13920,TRUE,TRUE,America/Los_Angeles,98439 98433,1840073933
Salmon Creek,WA,Washington,Clark,21068,FALSE,FALSE,America/Los_Angeles,98686 98685,1840018520
Skykomish,WA,Washington,King,216,FALSE,TRUE,America/Los_Angeles,98288,1840022299
Tacoma,WA,Washington,Pierce,213418,FALSE,TRUE,America/Los_Angeles,98422 98421 98402 98403 98404 98405 98408 98409 98406 98407 98465 98416 98418 98444 98401 98411 98412 98413 98415 98417 98419 98471 98481 98490,1840021129
Monroe,WA,Washington,Snohomish,18789,FALSE,TRUE,America/Los_Angeles,98272,1840019791
Loomis,WA,Washington,Okanogan,117,FALSE,FALSE,America/Los_Angeles,98827,1840025235
Pomeroy,WA,Washington,Garfield,1388,FALSE,TRUE,America/Los_Angeles,99347,1840019891
Brush Prairie,WA,Washington,Clark,2783,FALSE,FALSE,America/Los_Angeles,98606 98662,1840017398
Silver Firs,WA,Washington,Snohomish,22937,FALSE,FALSE,America/Los_Angeles,98296 98012 98208,1840037898
Nespelem,WA,Washington,Okanogan,313,FALSE,TRUE,America/Los_Angeles,99155,1840022268
Meadowdale,WA,Washington,Snohomish,3049,FALSE,FALSE,America/Los_Angeles,98026,1840023774
Shadow Lake,WA,Washington,King,2655,FALSE,TRUE,America/Los_Angeles,98058 98038,1840042051
LaCrosse,WA,Washington,Whitman,324,FALSE,TRUE,America/Los_Angeles,99143,1840037498
Concrete,WA,Washington,Skagit,729,FALSE,TRUE,America/Los_Angeles,98237,1840022283
Sumas,WA,Washington,Whatcom,1464,FALSE,TRUE,America/Los_Angeles,98295,1840021045
Ruston,WA,Washington,Pierce,828,FALSE,TRUE,America/Los_Angeles,98407,1840021132
La Center,WA,Washington,Clark,3171,FALSE,TRUE,America/Los_Angeles,98629 98642,1840019910
Marrowstone,WA,Washington,Jefferson,1084,FALSE,FALSE,America/Los_Angeles,98358,1840037856
Chelan Falls,WA,Washington,Chelan,86,FALSE,FALSE,America/Los_Angeles,98817,1840025245
Lake Cavanaugh,WA,Washington,Skagit,179,FALSE,FALSE,America/Los_Angeles,98274,1840037851
Duluth,WA,Washington,Clark,1379,FALSE,FALSE,America/Los_Angeles,98642,1840140854
Sequim,WA,Washington,Clallam,20750,FALSE,TRUE,America/Los_Angeles,98382,1840021076
Benton City,WA,Washington,Benton,4591,FALSE,TRUE,America/Los_Angeles,99320,1840018480
Moses Lake,WA,Washington,Grant,37774,FALSE,TRUE,America/Los_Angeles,98837,1840019817
Fircrest,WA,Washington,Pierce,6794,FALSE,TRUE,America/Los_Angeles,98466,1840019854
Othello,WA,Washington,Adams,12375,FALSE,TRUE,America/Los_Angeles,99344,1840019862
Mercer Island,WA,Washington,King,25261,FALSE,TRUE,America/Los_Angeles,98040,1840019830
Enumclaw,WA,Washington,King,11784,FALSE,TRUE,America/Los_Angeles,98022,1840019825
Chico,WA,Washington,Kitsap,2635,FALSE,FALSE,America/Los_Angeles,98312 98383,1840037630
Enetai,WA,Washington,Kitsap,2231,FALSE,FALSE,America/Los_Angeles,98310,1840023794
Hunts Point,WA,Washington,King,434,FALSE,TRUE,America/Los_Angeles,98004,1840021122
Clinton,WA,Washington,Island,811,FALSE,FALSE,America/Los_Angeles,98236,1840037632
Hat Island,WA,Washington,Snohomish,48,FALSE,TRUE,America/Los_Angeles,98201,1840041926
Marietta-Alderwood,WA,Washington,Whatcom,4495,FALSE,TRUE,America/Los_Angeles,98225 98226,1840073928
Waitsburg,WA,Washington,Walla Walla,1195,FALSE,TRUE,America/Los_Angeles,99361,1840021173
Sunnyslope,WA,Washington,Chelan,3641,FALSE,FALSE,America/Los_Angeles,98801,1840136960
South Cle Elum,WA,Washington,Kittitas,560,FALSE,TRUE,America/Los_Angeles,98943 98922,1840022304
Selah,WA,Washington,Yakima,7859,FALSE,TRUE,America/Los_Angeles,98942,1840021149
Lind,WA,Washington,Adams,556,FALSE,TRUE,America/Los_Angeles,99341,1840021134
Five Corners,WA,Washington,Clark,18405,FALSE,FALSE,America/Los_Angeles,98662,1840037869
Winthrop,WA,Washington,Okanogan,439,FALSE,TRUE,America/Los_Angeles,98862,1840022272
Normandy Park,WA,Washington,King,6649,FALSE,TRUE,America/Los_Angeles,98166,1840019832
Home,WA,Washington,Pierce,1375,FALSE,FALSE,America/Los_Angeles,98349,1840023831
Graham,WA,Washington,Pierce,26939,FALSE,FALSE,America/Los_Angeles,98338,1840017365
Yacolt,WA,Washington,Clark,1735,FALSE,TRUE,America/Los_Angeles,98675,1840022333
Packwood,WA,Washington,Lewis,230,FALSE,FALSE,America/Los_Angeles,98361,1840025265
Queets,WA,Washington,Grays Harbor,199,FALSE,FALSE,America/Los_Angeles,98331,1840037807
Finley,WA,Washington,Benton,6015,FALSE,FALSE,America/Los_Angeles,99337,1840017380
Northport,WA,Washington,Stevens,296,FALSE,TRUE,America/Los_Angeles,99157,1840022274
Medina,WA,Washington,King,3267,FALSE,TRUE,America/Los_Angeles,98039,1840019829
Browns Point,WA,Washington,Pierce,1122,FALSE,FALSE,America/Los_Angeles,98422,1840037624
Summit,WA,Washington,Pierce,7876,FALSE,FALSE,America/Los_Angeles,98371 98373 98446,1840018456
Albion,WA,Washington,Whitman,608,FALSE,TRUE,America/Los_Angeles,99163 99102,1840021136
Sudden Valley,WA,Washington,Whatcom,7621,FALSE,FALSE,America/Los_Angeles,98229,1840037740
Bunk Foss,WA,Washington,Snohomish,3604,FALSE,TRUE,America/Los_Angeles,98290 98205,1840041912
Gleed,WA,Washington,Yakima,2474,FALSE,FALSE,America/Los_Angeles,98937 98908,1840017370
Maryhill,WA,Washington,Klickitat,73,FALSE,FALSE,America/Los_Angeles,98620,1840017403
Oyehut,WA,Washington,Grays Harbor,0,FALSE,FALSE,America/Los_Angeles,98550,1840037697
Alder,WA,Washington,Pierce,133,FALSE,FALSE,America/Los_Angeles,98328,1840023829
Ridgefield,WA,Washington,Clark,7117,FALSE,TRUE,America/Los_Angeles,98642,1840019909
Bryant,WA,Washington,Snohomish,1990,FALSE,FALSE,America/Los_Angeles,98223,1840023772
Nisqually Indian Community,WA,Washington,Thurston,690,FALSE,TRUE,America/Los_Angeles,98513,1840074509
Porter,WA,Washington,Grays Harbor,222,FALSE,FALSE,America/Los_Angeles,98541,1840023818
Kettle Falls,WA,Washington,Stevens,1611,FALSE,TRUE,America/Los_Angeles,99141,1840019764
Chelan,WA,Washington,Chelan,6078,FALSE,TRUE,America/Los_Angeles,98816,1840018369
Edison,WA,Washington,Skagit,156,FALSE,FALSE,America/Los_Angeles,98232,1840017314
Neilton,WA,Washington,Grays Harbor,373,FALSE,FALSE,America/Los_Angeles,98552 98575 98566,1840018443
Fox Island,WA,Washington,Pierce,3848,FALSE,FALSE,America/Los_Angeles,98333,1840037870
Renton,WA,Washington,King,101379,FALSE,TRUE,America/Los_Angeles,98059 98058 98057 98056 98055,1840019827
Baring,WA,Washington,King,173,FALSE,FALSE,America/Los_Angeles,98224,1840017339
Hobart,WA,Washington,King,6736,FALSE,FALSE,America/Los_Angeles,98038 98025,1840017344
Wallula,WA,Washington,Walla Walla,329,FALSE,FALSE,America/Los_Angeles,99363,1840018489
Touchet,WA,Washington,Walla Walla,437,FALSE,FALSE,America/Los_Angeles,99360,1840018488
Leavenworth,WA,Washington,Chelan,3332,FALSE,TRUE,America/Los_Angeles,98826,1840019778
Fobes Hill,WA,Washington,Snohomish,2779,FALSE,FALSE,America/Los_Angeles,98290,1840037736
Harrington,WA,Washington,Lincoln,411,FALSE,TRUE,America/Los_Angeles,99134,1840019819
Port Orchard,WA,Washington,Kitsap,13997,FALSE,TRUE,America/Los_Angeles,98366 98367,1840019821
Alderwood Manor,WA,Washington,Snohomish,8817,FALSE,FALSE,America/Los_Angeles,98036,1840017323
Kennewick,WA,Washington,Benton,232915,FALSE,TRUE,America/Los_Angeles,99337 99336 99338,1840018481
Ahtanum,WA,Washington,Yakima,3076,FALSE,FALSE,America/Los_Angeles,98903 98908 98909,1840017368
Wilderness Rim,WA,Washington,King,1443,FALSE,TRUE,America/Los_Angeles,98045,1840042145
Machias,WA,Washington,Snohomish,886,FALSE,FALSE,America/Los_Angeles,98258 98290,1840017325
Bingen,WA,Washington,Klickitat,729,FALSE,TRUE,America/Los_Angeles,98605,1840018529
Four Lakes,WA,Washington,Spokane,403,FALSE,FALSE,America/Los_Angeles,99004 99014,1840023784
Springdale,WA,Washington,Stevens,293,FALSE,TRUE,America/Los_Angeles,99173,1840022275
Washtucna,WA,Washington,Adams,204,FALSE,TRUE,America/Los_Angeles,99371,1840022312
Covington,WA,Washington,King,20916,FALSE,TRUE,America/Los_Angeles,98042,1840018425
Allyn,WA,Washington,Mason,2650,FALSE,FALSE,America/Los_Angeles,98524,1840025251
